datetime,commission,exec_id,last_price,last_quantity,order_book_id,order_id,position_effect,side,symbol,tax,trading_datetime,transaction_cost
2005-06-08 15:00:00,799.568,1496569022,6.49,154000,000001.XSHE,1496569021,,BUY,平安银行,0.0,2005-06-08 15:00:00,799.568
2005-06-28 15:00:00,770.0,1496569023,6.25,154000,000001.XSHE,1496569022,,SELL,平安银行,962.5,2005-06-28 15:00:00,1732.5
2005-07-20 15:00:00,767.9856000000001,1496569024,5.79,165800,000001.XSHE,1496569023,,BUY,平安银行,0.0,2005-07-20 15:00:00,767.9856000000001
2005-08-18 15:00:00,798.4928,1496569025,6.02,165800,000001.XSHE,1496569024,,SELL,平安银行,998.1159999999999,2005-08-18 15:00:00,1796.6088
2005-09-01 15:00:00,796.5656,1496569026,6.29,158300,000001.XSHE,1496569025,,BUY,平安银行,0.0,2005-09-01 15:00:00,796.5656
2005-09-20 15:00:00,777.5696,1496569027,6.14,158300,000001.XSHE,1496569026,,SELL,平安银行,971.962,2005-09-20 15:00:00,1749.5316
2005-11-17 15:00:00,775.6608,1496569028,5.68,170700,000001.XSHE,1496569027,,BUY,平安银行,0.0,2005-11-17 15:00:00,775.6608
2006-01-12 15:00:00,857.5968,1496569029,6.28,170700,000001.XSHE,1496569028,,SELL,平安银行,1071.996,2006-01-12 15:00:00,1929.5928000000001
2006-02-21 15:00:00,855.5400000000001,1496569030,6.79,157500,000001.XSHE,1496569029,,BUY,平安银行,0.0,2006-02-21 15:00:00,855.5400000000001
2006-03-03 15:00:00,824.0400000000001,1496569031,6.54,157500,000001.XSHE,1496569030,,SELL,平安银行,1030.05,2006-03-03 15:00:00,1854.0900000000001
2006-03-28 15:00:00,821.4984000000001,1496569032,6.39,160700,000001.XSHE,1496569031,,BUY,平安银行,0.0,2006-03-28 15:00:00,821.4984000000001
