date,annualized_returns,cash,daily_pnl,daily_returns,market_value,static_unit_net_value,total_returns,total_value,unit_net_value,units
2011-07-20,0.104,-99.04,0.0,0.0,1836438.0,1.836,0.836,1836338.96,1.836,1000000
2011-07-21,0.1,-99.04,-37692.0,-0.021,1798746.0,1.836,0.799,1798646.96,1.799,1000000
2011-07-22,0.1,1798544.564,-102.397,-0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-07-25,0.1,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-07-26,0.1,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-07-27,0.1,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-07-28,0.1,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-07-29,0.1,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-08-01,0.1,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-08-02,0.1,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-08-03,0.1,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-08-04,0.1,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-08-05,0.1,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-08-08,0.099,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-08-09,0.099,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-08-10,0.099,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-08-11,0.099,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-08-12,0.099,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-08-15,0.099,1798544.564,0.0,0.0,0.0,1.799,0.799,1798544.564,1.799,1000000
2011-08-16,0.099,36.908,-1437.656,-0.001,1797070.0,1.799,0.797,1797106.908,1.797,1000000
2011-08-17,0.099,36.908,0.0,0.0,1797070.0,1.797,0.797,1797106.908,1.797,1000000
2011-08-18,0.095,36.908,-33728.0,-0.019,1763342.0,1.797,0.763,1763378.908,1.763,1000000
2011-08-19,0.094,36.908,-13702.0,-0.008,1749640.0,1.763,0.75,1749676.908,1.75,1000000
2011-08-22,0.092,36.908,-18972.0,-0.011,1730668.0,1.75,0.731,1730704.908,1.731,1000000
2011-08-23,0.094,36.908,23188.0,0.013,1753856.0,1.731,0.754,1753892.908,1.754,1000000
2011-08-24,0.091,1724433.397,-29459.511,-0.017,0.0,1.754,0.724,1724433.397,1.724,1000000
2011-08-25,0.091,-541.48,-1378.877,-0.001,1723596.0,1.724,0.723,1723054.52,1.723,1000000
2011-08-26,0.091,-541.48,3976.0,0.002,1727572.0,1.723,0.727,1727030.52,1.727,1000000
2011-08-29,0.085,-541.48,-65604.0,-0.038,1661968.0,1.727,0.661,1661426.52,1.661,1000000
2011-08-30,0.084,-541.48,-3976.0,-0.002,1657992.0,1.661,0.657,1657450.52,1.657,1000000
2011-08-31,0.086,-541.48,16898.0,0.01,1674890.0,1.657,0.674,1674348.52,1.674,1000000
2011-09-01,0.087,-541.48,7952.0,0.005,1682842.0,1.674,0.682,1682300.52,1.682,1000000
2011-09-02,0.087,-541.48,0.0,0.0,1682842.0,1.682,0.682,1682300.52,1.682,1000000
2011-09-05,0.082,-541.48,-47712.0,-0.028,1635130.0,1.682,0.635,1634588.52,1.635,1000000
2011-09-06,0.08,1622715.389,-11873.131,-0.007,0.0,1.635,0.623,1622715.389,1.623,1000000
2011-09-07,0.08,1622715.389,0.0,0.0,0.0,1.623,0.623,1622715.389,1.623,1000000
2011-09-08,0.08,1622715.389,0.0,0.0,0.0,1.623,0.623,1622715.389,1.623,1000000
2011-09-09,0.08,1622715.389,0.0,0.0,0.0,1.623,0.623,1622715.389,1.623,1000000
2011-09-13,0.08,1622715.389,0.0,0.0,0.0,1.623,0.623,1622715.389,1.623,1000000
2011-09-14,0.08,1622715.389,0.0,0.0,0.0,1.623,0.623,1622715.389,1.623,1000000
2011-09-15,0.08,1622715.389,0.0,0.0,0.0,1.623,0.623,1622715.389,1.623,1000000
2011-09-16,0.08,-382.051,-1297.44,-0.001,1621800.0,1.623,0.621,1621417.949,1.621,1000000
2011-09-19,0.076,-382.051,-38160.0,-0.024,1583640.0,1.621,0.583,1583257.949,1.583,1000000
2011-09-20,0.077,-382.051,13356.0,0.008,1596996.0,1.583,0.597,1596613.949,1.597,1000000
2011-09-21,0.08,-382.051,30528.0,0.019,1627524.0,1.597,0.627,1627141.949,1.627,1000000
2011-09-22,0.076,-382.051,-34344.0,-0.021,1593180.0,1.627,0.593,1592797.949,1.593,1000000
2011-09-23,0.076,-382.051,-7632.0,-0.005,1585548.0,1.593,0.585,1585165.949,1.585,1000000
2011-09-26,0.069,1527079.56,-58086.389,-0.037,0.0,1.585,0.527,1527079.56,1.527,1000000
2011-09-27,0.069,1527079.56,0.0,0.0,0.0,1.527,0.527,1527079.56,1.527,1000000
2011-09-28,0.069,1527079.56,0.0,0.0,0.0,1.527,0.527,1527079.56,1.527,1000000
2011-09-29,0.069,1527079.56,0.0,0.0,0.0,1.527,0.527,1527079.56,1.527,1000000
2011-09-30,0.069,1527079.56,0.0,0.0,0.0,1.527,0.527,1527079.56,1.527,1000000
2011-10-10,0.069,1527079.56,0.0,0.0,0.0,1.527,0.527,1527079.56,1.527,1000000
2011-10-11,0.069,1527079.56,0.0,0.0,0.0,1.527,0.527,1527079.56,1.527,1000000
2011-10-12,0.069,1527079.56,0.0,0.0,0.0,1.527,0.527,1527079.56,1.527,1000000
2011-10-13,0.069,1527079.56,0.0,0.0,0.0,1.527,0.527,1527079.56,1.527,1000000
2011-10-14,0.069,-529.55,-1221.11,-0.001,1526388.0,1.527,0.526,1525858.45,1.526,1000000
2011-10-17,0.07,-529.55,16794.0,0.011,1543182.0,1.526,0.543,1542652.45,1.543,1000000
2011-10-18,0.065,-529.55,-48516.0,-0.031,1494666.0,1.543,0.494,1494136.45,1.494,1000000
2011-10-19,0.065,-529.55,3732.0,0.002,1498398.0,1.494,0.498,1497868.45,1.498,1000000
2011-10-20,0.062,1470956.998,-26911.452,-0.018,0.0,1.498,0.471,1470956.998,1.471,1000000
2011-10-21,0.062,1470956.998,0.0,0.0,0.0,1.471,0.471,1470956.998,1.471,1000000
2011-10-24,0.062,264.384,-1175.614,-0.001,1469517.0,1.471,0.47,1469781.384,1.47,1000000
2011-10-25,0.063,264.384,9779.0,0.007,1479296.0,1.47,0.48,1479560.384,1.48,1000000
2011-10-26,0.064,264.384,9779.0,0.007,1489075.0,1.48,0.489,1489339.384,1.489,1000000
2011-10-27,0.064,264.384,-2667.0,-0.002,1486408.0,1.489,0.487,1486672.384,1.487,1000000
2011-10-28,0.067,264.384,27559.0,0.019,1513967.0,1.487,0.514,1514231.384,1.514,1000000
2011-10-31,0.065,264.384,-13335.0,-0.009,1500632.0,1.514,0.501,1500896.384,1.501,1000000
2011-11-01,0.065,264.384,-2667.0,-0.002,1497965.0,1.501,0.498,1498229.384,1.498,1000000
2011-11-02,0.068,264.384,24003.0,0.016,1521968.0,1.498,0.522,1522232.384,1.522,1000000
2011-11-03,0.065,264.384,-21336.0,-0.014,1500632.0,1.522,0.501,1500896.384,1.501,1000000
2011-11-04,0.066,264.384,8890.0,0.006,1509522.0,1.501,0.51,1509786.384,1.51,1000000
2011-11-07,0.063,264.384,-23114.0,-0.015,1486408.0,1.51,0.487,1486672.384,1.487,1000000
2011-11-08,0.064,264.384,1778.0,0.001,1488186.0,1.487,0.488,1488450.384,1.488,1000000
2011-11-09,0.066,264.384,17780.0,0.012,1505966.0,1.488,0.506,1506230.384,1.506,1000000
2011-11-10,0.064,264.384,-14224.0,-0.009,1491742.0,1.506,0.492,1492006.384,1.492,1000000
2011-11-11,0.062,1470685.853,-21320.531,-0.014,0.0,1.492,0.471,1470685.853,1.471,1000000
2011-11-14,0.062,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-11-15,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-11-16,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-11-17,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-11-18,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-11-21,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-11-22,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-11-23,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-11-24,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-11-25,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-11-28,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-11-29,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-11-30,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-12-01,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-12-02,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-12-05,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-12-06,0.061,1470685.853,0.0,0.0,0.0,1.471,0.471,1470685.853,1.471,1000000
2011-12-07,0.061,-670.291,-1176.144,-0.001,1470180.0,1.471,0.47,1469509.709,1.47,1000000
2011-12-08,0.06,-670.291,-10076.0,-0.007,1460104.0,1.47,0.459,1459433.709,1.459,1000000
2011-12-09,0.059,-670.291,-8244.0,-0.006,1451860.0,1.459,0.451,1451189.709,1.451,1000000
2011-12-12,0.059,-670.291,-916.0,-0.001,1450944.0,1.451,0.45,1450273.709,1.45,1000000
2011-12-13,0.057,-670.291,-14656.0,-0.01,1436288.0,1.45,0.436,1435617.709,1.436,1000000
2011-12-14,0.056,1425717.581,-9900.128,-0.007,0.0,1.436,0.426,1425717.581,1.426,1000000
2011-12-15,0.056,1425717.581,0.0,0.0,0.0,1.426,0.426,1425717.581,1.426,1000000
2011-12-16,0.056,1425717.581,0.0,0.0,0.0,1.426,0.426,1425717.581,1.426,1000000
2011-12-19,0.056,1425717.581,0.0,0.0,0.0,1.426,0.426,1425717.581,1.426,1000000
2011-12-20,0.056,1425717.581,0.0,0.0,0.0,1.426,0.426,1425717.581,1.426,1000000
2011-12-21,0.056,1425717.581,0.0,0.0,0.0,1.426,0.426,1425717.581,1.426,1000000
2011-12-22,0.056,1425717.581,0.0,0.0,0.0,1.426,0.426,1425717.581,1.426,1000000
2011-12-23,0.055,1425717.581,0.0,0.0,0.0,1.426,0.426,1425717.581,1.426,1000000
2011-12-26,0.055,-230.266,-1139.846,-0.001,1424808.0,1.426,0.425,1424577.734,1.425,1000000
2011-12-27,0.056,-230.266,5544.0,0.004,1430352.0,1.425,0.43,1430121.734,1.43,1000000
2011-12-28,0.054,-230.266,-16632.0,-0.012,1413720.0,1.43,0.413,1413489.734,1.413,1000000
2011-12-29,0.054,-230.266,924.0,0.001,1414644.0,1.413,0.414,1414413.734,1.414,1000000
2011-12-30,0.057,-230.266,25872.0,0.018,1440516.0,1.414,0.44,1440285.734,1.44,1000000
2012-01-04,0.052,-230.266,-39732.0,-0.028,1400784.0,1.44,0.401,1400553.734,1.401,1000000
2012-01-05,0.055,-230.266,21252.0,0.015,1422036.0,1.401,0.422,1421805.734,1.422,1000000
2012-01-06,0.054,-230.266,-3696.0,-0.003,1418340.0,1.422,0.418,1418109.734,1.418,1000000
2012-01-09,0.059,-230.266,39732.0,0.028,1458072.0,1.418,0.458,1457841.734,1.458,1000000
2012-01-10,0.059,-230.266,0.0,0.0,1458072.0,1.458,0.458,1457841.734,1.458,1000000
2012-01-11,0.059,-230.266,0.0,0.0,1458072.0,1.458,0.458,1457841.734,1.458,1000000
2012-01-12,0.059,-230.266,0.0,0.0,1458072.0,1.458,0.458,1457841.734,1.458,1000000
2012-01-13,0.059,-230.266,0.0,0.0,1458072.0,1.458,0.458,1457841.734,1.458,1000000
2012-01-16,0.058,-230.266,0.0,0.0,1458072.0,1.458,0.458,1457841.734,1.458,1000000
2012-01-17,0.058,-230.266,0.0,0.0,1458072.0,1.458,0.458,1457841.734,1.458,1000000
2012-01-18,0.058,-230.266,0.0,0.0,1458072.0,1.458,0.458,1457841.734,1.458,1000000
2012-01-19,0.058,-230.266,0.0,0.0,1458072.0,1.458,0.458,1457841.734,1.458,1000000
2012-01-20,0.068,-230.266,92400.0,0.063,1550472.0,1.458,0.55,1550241.734,1.55,1000000
2012-01-30,0.067,-230.266,-6468.0,-0.004,1544004.0,1.55,0.544,1543773.734,1.544,1000000
2012-01-31,0.067,-230.266,-6468.0,-0.004,1537536.0,1.544,0.537,1537305.734,1.537,1000000
2012-02-01,0.065,-230.266,-17556.0,-0.011,1519980.0,1.537,0.52,1519749.734,1.52,1000000
2012-02-02,0.069,-230.266,43428.0,0.029,1563408.0,1.52,0.563,1563177.734,1.563,1000000
2012-02-03,0.07,-230.266,6468.0,0.004,1569876.0,1.563,0.57,1569645.734,1.57,1000000
2012-02-06,0.068,-230.266,-14784.0,-0.009,1555092.0,1.57,0.555,1554861.734,1.555,1000000
2012-02-07,0.066,-230.266,-22176.0,-0.014,1532916.0,1.555,0.533,1532685.734,1.533,1000000
2012-02-08,0.069,-230.266,28644.0,0.019,1561560.0,1.533,0.561,1561329.734,1.561,1000000
2012-02-09,0.069,-230.266,0.0,0.0,1561560.0,1.561,0.561,1561329.734,1.561,1000000
2012-02-10,0.069,-230.266,924.0,0.001,1562484.0,1.561,0.562,1562253.734,1.562,1000000
2012-02-13,0.067,-230.266,-21252.0,-0.014,1541232.0,1.562,0.541,1541001.734,1.541,1000000
2012-02-14,0.066,-230.266,-7392.0,-0.005,1533840.0,1.541,0.534,1533609.734,1.534,1000000
2012-02-15,0.066,-230.266,1848.0,0.001,1535688.0,1.534,0.535,1535457.734,1.535,1000000
2012-02-16,0.064,1517013.77,-18443.964,-0.012,0.0,1.535,0.517,1517013.77,1.517,1000000
2012-02-17,0.064,1517013.77,0.0,0.0,0.0,1.517,0.517,1517013.77,1.517,1000000
2012-02-20,0.064,1517013.77,0.0,0.0,0.0,1.517,0.517,1517013.77,1.517,1000000
2012-02-21,0.064,1517013.77,0.0,0.0,0.0,1.517,0.517,1517013.77,1.517,1000000
2012-02-22,0.064,1517013.77,0.0,0.0,0.0,1.517,0.517,1517013.77,1.517,1000000
2012-02-23,0.064,1517013.77,0.0,0.0,0.0,1.517,0.517,1517013.77,1.517,1000000
2012-02-24,0.064,1517013.77,0.0,0.0,0.0,1.517,0.517,1517013.77,1.517,1000000
2012-02-27,0.064,1517013.77,0.0,0.0,0.0,1.517,0.517,1517013.77,1.517,1000000
2012-02-28,0.064,-474.25,-1213.02,-0.001,1516275.0,1.517,0.516,1515800.75,1.516,1000000
2012-02-29,0.062,-474.25,-13185.0,-0.009,1503090.0,1.516,0.503,1502615.75,1.503,1000000
2012-03-01,0.063,-474.25,11427.0,0.008,1514517.0,1.503,0.514,1514042.75,1.514,1000000
2012-03-02,0.066,-474.25,21975.0,0.015,1536492.0,1.514,0.536,1536017.75,1.536,1000000
2012-03-05,0.064,-474.25,-18459.0,-0.012,1518033.0,1.536,0.518,1517558.75,1.518,1000000
2012-03-06,0.061,-474.25,-28128.0,-0.019,1489905.0,1.518,0.489,1489430.75,1.489,1000000
2012-03-07,0.059,1473587.654,-15843.096,-0.011,0.0,1.489,0.474,1473587.654,1.474,1000000
2012-03-08,0.059,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-09,0.059,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-12,0.059,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-13,0.059,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-14,0.059,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-15,0.059,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-16,0.059,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-19,0.059,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-20,0.059,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-21,0.059,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-22,0.059,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-23,0.059,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-26,0.058,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-27,0.058,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-28,0.058,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-29,0.058,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-03-30,0.058,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-04-05,0.058,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-04-06,0.058,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-04-09,0.058,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-04-10,0.058,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-04-11,0.058,1473587.654,0.0,0.0,0.0,1.474,0.474,1473587.654,1.474,1000000
2012-04-12,0.058,-556.719,-1178.373,-0.001,1472966.0,1.474,0.472,1472409.281,1.472,1000000
2012-04-13,0.058,-556.719,-2706.0,-0.002,1470260.0,1.472,0.47,1469703.281,1.47,1000000
2012-04-16,0.056,-556.719,-10824.0,-0.007,1459436.0,1.47,0.459,1458879.281,1.459,1000000
2012-04-17,0.055,-556.719,-17138.0,-0.012,1442298.0,1.459,0.442,1441741.281,1.442,1000000
2012-04-18,0.057,-556.719,24354.0,0.017,1466652.0,1.442,0.466,1466095.281,1.466,1000000
2012-04-19,0.058,-556.719,9020.0,0.006,1475672.0,1.466,0.475,1475115.281,1.475,1000000
2012-04-20,0.06,-556.719,19844.0,0.013,1495516.0,1.475,0.495,1494959.281,1.495,1000000
2012-04-23,0.059,-556.719,-14432.0,-0.01,1481084.0,1.495,0.481,1480527.281,1.481,1000000
2012-04-24,0.062,-556.719,30668.0,0.021,1511752.0,1.481,0.511,1511195.281,1.511,1000000
2012-04-25,0.063,-556.719,9020.0,0.006,1520772.0,1.511,0.52,1520215.281,1.52,1000000
2012-04-26,0.06,-556.719,-25256.0,-0.017,1495516.0,1.52,0.495,1494959.281,1.495,1000000
2012-04-27,0.06,-556.719,-1804.0,-0.001,1493712.0,1.495,0.493,1493155.281,1.493,1000000
2012-05-02,0.062,-556.719,19844.0,0.013,1513556.0,1.493,0.513,1512999.281,1.513,1000000
2012-05-03,0.06,-556.719,-13530.0,-0.009,1500026.0,1.513,0.499,1499469.281,1.499,1000000
2012-05-04,0.061,-556.719,7216.0,0.005,1507242.0,1.499,0.507,1506685.281,1.507,1000000
2012-05-07,0.06,-556.719,-9922.0,-0.007,1497320.0,1.507,0.497,1496763.281,1.497,1000000
2012-05-08,0.059,-556.719,-5412.0,-0.004,1491908.0,1.497,0.491,1491351.281,1.491,1000000
2012-05-09,0.055,1454451.544,-36899.738,-0.025,0.0,1.491,0.454,1454451.544,1.454,1000000
2012-05-10,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-11,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-14,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-15,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-16,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-17,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-18,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-21,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-22,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-23,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-24,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-25,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-28,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-29,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-30,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-05-31,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-06-01,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-06-04,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-06-05,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-06-06,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-06-07,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-06-08,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-06-11,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-06-12,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-06-13,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-06-14,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-06-15,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-06-18,0.055,1454451.544,0.0,0.0,0.0,1.454,0.454,1454451.544,1.454,1000000
2012-06-19,0.054,-36.116,-1162.66,-0.001,1453325.0,1.454,0.453,1453288.884,1.453,1000000
2012-06-20,0.054,-36.116,-1906.0,-0.001,1451419.0,1.453,0.451,1451382.884,1.451,1000000
2012-06-21,0.051,-36.116,-31449.0,-0.022,1419970.0,1.451,0.42,1419933.884,1.42,1000000
2012-06-25,0.05,-36.116,-12389.0,-0.009,1407581.0,1.42,0.408,1407544.884,1.408,1000000
2012-06-26,0.051,-36.116,12389.0,0.009,1419970.0,1.408,0.42,1419933.884,1.42,1000000
2012-06-27,0.05,-36.116,-3812.0,-0.003,1416158.0,1.42,0.416,1416121.884,1.416,1000000
2012-06-28,0.049,-36.116,-12389.0,-0.009,1403769.0,1.416,0.404,1403732.884,1.404,1000000
2012-06-29,0.053,-36.116,40979.0,0.029,1444748.0,1.404,0.445,1444711.884,1.445,1000000
2012-07-02,0.053,-36.116,-953.0,-0.001,1443795.0,1.445,0.444,1443758.884,1.444,1000000
2012-07-03,0.053,-36.116,-1906.0,-0.001,1441889.0,1.444,0.442,1441852.884,1.442,1000000
2012-07-04,0.054,-36.116,14295.0,0.01,1456184.0,1.442,0.456,1456147.884,1.456,1000000
2012-07-05,0.053,-36.116,-8577.0,-0.006,1447607.0,1.456,0.448,1447570.884,1.448,1000000
2012-07-06,0.053,-36.116,-4765.0,-0.003,1442842.0,1.448,0.443,1442805.884,1.443,1000000
2012-07-09,0.049,-36.116,-40979.0,-0.028,1401863.0,1.443,0.402,1401826.884,1.402,1000000
2012-07-10,0.051,-36.116,19060.0,0.014,1420923.0,1.402,0.421,1420886.884,1.421,1000000
2012-07-11,0.05,-36.116,-4765.0,-0.003,1416158.0,1.421,0.416,1416121.884,1.416,1000000
2012-07-12,0.05,-36.116,1906.0,0.001,1418064.0,1.416,0.418,1418027.884,1.418,1000000
2012-07-13,0.051,-36.116,9530.0,0.007,1427594.0,1.418,0.428,1427557.884,1.428,1000000
2012-07-16,0.05,-36.116,-12389.0,-0.009,1415205.0,1.428,0.415,1415168.884,1.415,1000000
2012-07-17,0.052,-36.116,17154.0,0.012,1432359.0,1.415,0.432,1432322.884,1.432,1000000
2012-07-18,0.051,-36.116,-1906.0,-0.001,1430453.0,1.432,0.43,1430416.884,1.43,1000000
2012-07-19,0.052,-36.116,953.0,0.001,1431406.0,1.43,0.431,1431369.884,1.431,1000000
2012-07-20,0.05,-36.116,-16201.0,-0.011,1415205.0,1.431,0.415,1415168.884,1.415,1000000
2012-07-23,0.049,-36.116,-3812.0,-0.003,1411393.0,1.415,0.411,1411356.884,1.411,1000000
2012-07-24,0.049,-36.116,-953.0,-0.001,1410440.0,1.411,0.41,1410403.884,1.41,1000000
2012-07-25,0.047,1392644.538,-17759.346,-0.013,0.0,1.41,0.393,1392644.538,1.393,1000000
2012-07-26,0.047,1392644.538,0.0,0.0,0.0,1.393,0.393,1392644.538,1.393,1000000
2012-07-27,0.047,1392644.538,0.0,0.0,0.0,1.393,0.393,1392644.538,1.393,1000000
2012-07-30,0.047,86.382,-1113.156,-0.001,1391445.0,1.393,0.392,1391531.382,1.392,1000000
2012-07-31,0.05,86.382,23425.0,0.017,1414870.0,1.392,0.415,1414956.382,1.415,1000000
2012-08-01,0.05,86.382,5622.0,0.004,1420492.0,1.415,0.421,1420578.382,1.421,1000000
2012-08-02,0.05,86.382,0.0,0.0,1420492.0,1.421,0.421,1420578.382,1.421,1000000
2012-08-03,0.05,86.382,-937.0,-0.001,1419555.0,1.421,0.42,1419641.382,1.42,1000000
2012-08-06,0.049,86.382,-4685.0,-0.003,1414870.0,1.42,0.415,1414956.382,1.415,1000000
2012-08-07,0.048,86.382,-13118.0,-0.009,1401752.0,1.415,0.402,1401838.382,1.402,1000000
2012-08-08,0.049,86.382,7496.0,0.005,1409248.0,1.402,0.409,1409334.382,1.409,1000000
2012-08-09,0.049,86.382,0.0,0.0,1409248.0,1.409,0.409,1409334.382,1.409,1000000
2012-08-10,0.049,86.382,3748.0,0.003,1412996.0,1.409,0.413,1413082.382,1.413,1000000
2012-08-13,0.049,86.382,-4685.0,-0.003,1408311.0,1.413,0.408,1408397.382,1.408,1000000
2012-08-14,0.051,86.382,21551.0,0.015,1429862.0,1.408,0.43,1429948.382,1.43,1000000
2012-08-15,0.049,86.382,-14992.0,-0.01,1414870.0,1.43,0.415,1414956.382,1.415,1000000
2012-08-16,0.047,86.382,-17803.0,-0.013,1397067.0,1.415,0.397,1397153.382,1.397,1000000
2012-08-17,0.049,86.382,14055.0,0.01,1411122.0,1.397,0.411,1411208.382,1.411,1000000
2012-08-20,0.047,1389026.781,-22181.601,-0.016,0.0,1.411,0.389,1389026.781,1.389,1000000
